intitulé,catégorie,entreprise,localisation,type_contrat,temps_contrat,date_publication,url,salaire,description
Chargé(e) de projet digitale (H/F),Marketing / Stratégie commerciale,SOLEA,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JQPP,35H Autre Salaire brut : Annuel de 34000.00 Euros à 36000.00 Euros sur 14.0 mois,"MISSIONS :
- Participer à l'identification, au recueil et à la validation des besoins fonctionnels auprès des utilisateurs et des différentes parties prenantes
- Définir et planifier les objectifs,..."
Expert ou Experte technico fonctionnel développeur Salesforce Mar (H/F),Marketing / Stratégie commerciale,SNCF GARE DE ST DENIS STADE DE FRANCE,Pays de la Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JQGS,35H Travail en journée Salaire brut : à définir selon profil,"Expert ou Experte technico fonctionnel développeur Salesforce Marketing Cloud
Publiée le 09/12/2024

Description de l'employeur
Rejoignez un environnement stimulant et des équipes passionnées qui..."
Contract Manager - Pilote Centre de Services - F/H (H/F),Marketing / Stratégie commerciale,SNCF GARE DE ST DENIS STADE DE FRANCE,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JQGP,35H Travail en journée Salaire brut : à définir selon profil,"Contract Manager - Pilote Centre de Services - F/H
Publiée le 09/12/2024

Description de l'employeur
SNCF Réseau est le gestionnaire d'infrastructure ferroviaire français. Société anonyme à capitaux..."
Chargé de recrutement (H/F),Ressources Humaines,GROUPE ADEQUAT,Pays de la Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMR,35H Travail en horaires décalés Salaire brut : Mensuel de 1833.0 Euros à 2250.0 Euros sur 12.0 mois,"Nous recrutons notre futur(e) chargé de recrutement (H/F) pour intégrer notre agence de La Roche sur Yon en CDI.

Votre rôle au sein de l'équipe sera de recruter et participer au développement de..."
Assistant d'agence H/F,Ressources Humaines,OUI CARE HUMAN RESOURCES,Hauts-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCKQ,35H Travail en journée Salaire brut : Mensuel de 1900.0 Euros à 1900.0 Euros sur 12.0 mois,"O2 est la marque principale du Groupe Oui Care, leader français des services à la personne et a été élue marque préférée des français en 2022. Présent sur l'ensemble du territoire français, O2..."
Chargé / Chargée de recrutement et développement RH (H/F),Ressources Humaines,CHARLATTE MANUTENTION,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXW,35H Travail en journée Salaire brut : Participation/action,"Rejoindre Charlatte Manutention, c'est :
Travailler pour l'un des leaders mondiaux de la fabrication et de la vente de tracteurs de manutention électrique et thermique. Nos véhicules transportent les..."
Technicien paie (F/H),Ressources Humaines,RANDSTAD,Centre-Val de Loire,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWL,35H Travail en journée Salaire brut : Annuel de 21700.0 Euros sur 12.0 mois,"Nous recherchons pour le compte de notre client, un organisme public, un technicien paie (F/H) dans le cadre d'un CDD de 3 mois, renouvelable 1 fois (6 mois au total). 

Vous êtes en charge de la..."
Assistant ressources humaines (F/H),Ressources Humaines,EXPECTRA,Île-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBSD,35H Travail en journée Salaire brut : Annuel de 34000.0 Euros sur 12.0 mois,"Vos missions  seront: 

-Traiter les demandes des collaborateurs, des managers et des partenaires RH, adressées via l'outil de gestion des demandes

-Assurer l'accueil physique et..."
ASSISTANT ADMINISTRATIF,Ressources Humaines,ADECCO,Centre-Val de Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBNN,35H Travail en journée Salaire brut : Salaire selon profil,"Nous recrutons pour notre client, société spécialisée dans la fabrication d'emballages destinés à l'agroalimentaire, un(e) Assistant RH/Administratif  H/F en CDI.
Sous la direction du responsable,..."
Chargé de recherche (H/F),Ressources Humaines,SUNSET DEVELOPMENT GROUP,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBDL,35H Travail en journée Salaire brut : Mutuelle,"Empreint de réelles valeurs humaines, continuum international chasse et recrute sur le marché caché des personnalités, des experts, cadres ou dirigeants, qui souhaitent vivre de nouveaux défis au..."
Gestionnaire des ressources humaines (H/F),Ressources Humaines,CENTRE HOSPITALIER SAINTE ANNE,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZZZ,37H30 Travail en journée Salaire brut : Mensuel de 2249.0 Euros à 2282.0 Euros sur 12.0 mois,"Temps de travail : 7h30
Statut : Titulaire/Contractuel
Grade : Adjoint Administratif
Intitulé du poste : Gestionnaire de la gestion des carrières
Organisation du travail : Travail en équipe - 1 jour..."
Technicien-ne paie en Télé Travail 100 % (H/F),Ressources Humaines,J'ADORE CE QUE VOUS FAITES,Nouvelle-Aquitaine,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZQM,"temps partiel - 17H Possibilité de télétravail
100% Télé travail Salaire brut : Groupe 5 / Echelon à déterminer","Rattachée à la direction vous travaillez en étroite collaboration avec la chargée d'administration responsable de l'accueil et de la gestion du service CA C'EST FAIT.
Vous collectez les informations,..."
Responsable Administration du Personnel (H/F),Ressources Humaines,Fondation J.J. LAFFONT TSE-S,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZGQ,35H Autre Salaire brut : Annuel de 30000.0 Euros à 40000.0 Euros sur 13.0 mois,"Sous l'autorité de la Secrétaire Générale & Directrice de l'Etablissement TSE-S, le. la Responsable Administration du Personnel a pour rôle d'assurer la gestion des ressources humaines de la..."
Assistant / Assistante ressources humaines,Ressources Humaines,JMDS RECORD,Provence-Alpes-Côte d'Azur,Intérim,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZBX,temps partiel - 17H Travail en journée Salaire brut : Mensuel de 2100.0 Euros sur 12.0 mois,Au sein d'un organisme qui soutient l'éducation Familiale et le handicap et en lien avec la direction RH vous aurez en charge l'administration du personnel de l'entrée à la sortie pour environ 45...
Responsable des Ressources Humaines -RRH-,Ressources Humaines,HOPITAL PIERRE LOO,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZBN,39H Travail en journée Salaire brut : selon expérience,"La/Le responsable des ressources humaines pilote la mise en œuvre opérationnelle de la politique RH et 
coordonne les activités du SRH. Il/Elle dispose d'une délégation de compétences accordée par la..."
Chargé(e) de recrutement / administration du personnel (H/F),Ressources Humaines,LYNX RH TERTIAIRE,Île-de-France,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYYR,temps partiel - 34H Autre Salaire brut : Annuel de 35000.0 Euros à 40000.0 Euros sur 12.0 mois,"Notre cabinet de recrutement spécialisé en Fonctions support - tertiaire Lynx RH recherche pour son client, acteur majeur en cybersécurtié, un(e) : Chargé(e) recrutement / administration du personnel..."
Responsable  Ressources Humaines et gestion de Paye (H/F),Ressources Humaines,Etablissement  LES OLIVIERS,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYLC,35H Travail en journée Salaire brut : Primes,"Le CASIM, association reconnue d'utilité publique œuvrant dans le secteur médicosocial est engagé dans l'accompagnement des personnes vulnérables. Notre établissement réunit un EHPAD (65 places), une..."
Assistant-e de gestion des ressources humaines (H/F),Ressources Humaines,UNIVERSITE DE STRASBOURG,Grand Est,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXPW,37H30 Travail en journée Salaire brut : Catégorie C. Adjoint technique,"Affectation : Sciences Po Strasbourg / Service RH

Emploi ouvert aux agents contractuels uniquement

CDD 1 an (renouvelable) à pourvoir à compter du 01/02/2025

Catégorie : C     Corps: Adjoint..."
Chargé de recrutement (H/F),Ressources Humaines,GROUPE PARTNAIRE,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXHW,35H Travail en journée Salaire brut : Mensuel de 2000.0 Euros à 2000.0 Euros sur 12.0 mois,"Rejoignez un leader du recrutement en France, riche de plus de 70 ans d'expertise en ressources humaines. Engagé auprès des entreprises et des talents, nous offrons des solutions sur-mesure pour..."
Gestionnaire de Paie en CDI à Paris 15 H/F (H/F),Ressources Humaines,DYNAMIS - INTERIM,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXCY,35H Travail en journée Salaire brut : Annuel de 45000.0 Euros à 55000.0 Euros sur 12.0 mois,"Dynamis-RH, spécialiste des métiers de la Comptabilité, Gestion, Paie, Ressources Humaines, Juridique et Digital/IT recherche pour l'un de ses clients, un(e) Gestionnaire de Paie en CDI à Paris 15..."
Gestionnaire de paie (F/H),Ressources Humaines,RANDSTAD,Hauts-de-France,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWYL,temps partiel - 28H Travail en journée Salaire brut : Horaire de 14.5 Euros sur 12.0 mois,"Vos principales missions :

- gestion de paie

- Contrat

- Déclaration sociales, dsn et corrections éventuelles

- Saisie de factures

- Rapprochement bancaire"
Responsable des Ressources Humaines -RRH- (H/F),Ressources Humaines,EHPAD DE PAMPELONNE,Occitanie,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWXH,temps partiel - 33H Autre Salaire brut : Horaire de 12.65 Euros sur 14 mois,"Au sein d'un EHPAD :
Vos missions :
- Gestion du temps et des activités
- Réalisation et suivi des plannings
- Suivi administratif dossiers du personnel
- Réalisation de tableaux de bord de suivi et..."
IDE SMR LISP (H/F),Santé,CENTRE HOSPITALIER DE BASSE VILAINE,Bretagne,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCPP,35H Autre Salaire brut : Selon grille indiciaire,"Le Centre Hospitalier Basse Vilaine, situé à Nivillac dans le Morbihan (56) recherche un ou une infirmière en SMR/LISP:

Vos missions :
- Participer à la prise en soin des patients dans le respect du..."
Cadre de bloc opératoire (H/F),Santé,CLINIQUE DES ORMEAUX SA,Normandie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCPL,35H Autre Salaire brut : Salaire selon profil,"Dans le cadre de cette mission, vous serez responsable de la coordination et de la gestion efficace de toutes les activités liées au bloc opératoire de l'établissement, ainsi que de veiller à la..."
Infirmier diplômé d'état F/H,Santé,AILE MEDICALE,Pays de la Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCPF,35H Travail en journée Salaire brut : Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,"Le Centre  est un établissement de Santé Privé. Centre de Soins Médicaux et de Réadaptation pour adultes, il assure une activité médicale de soins et de réadaptation, dans la continuité des prises en..."
Pharmacien assistant / Pharmacienne assistante (H/F),Santé,MR PHARMACIE,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLM,35H Autre Salaire brut : Mensuel de 4326.0 Euros à 5180.0 Euros sur 12.0 mois,"Nous recherchons 1 pharmacien(ne) assistants à temps plein.
Pharmacie robotisée
Logiciel Winpharma
Spécialisé en PDA, Matériel médical, Orthopédie, Vaccination et Entretiens
Equipe de 15..."
Auxiliaire de puériculture (H/F),Santé,CRECHE LES MYOSOTIS,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDW,39H Autre Salaire brut : Mensuel de 2039.8 Euros sur 12.0 mois,"L'association Saint Joseph-AFOR recrute à partir du 6 janvier 2024 un.e auxiliaire de puériculture (H/F) pour sa crèche sociale de 42 berceaux, accueillant des enfants de 3 mois à 3 ans du lundi au..."
Assistant(e) médicale dans un cabinet dentaire  (H/F),Santé,SAVALLE PIERRE-JEAN,Pays de la Loire,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXS,temps partiel - 24H Autre Salaire brut : Horaire de 11.88 Euros,"Recherche secrétaire médicale  confirmée ou bien en cours de formation au sein d'un cabinet dentaire  à Rezé pour  une prise de poste en Janvier 2025

Vous travaillerez sous la supervision d'une..."
Manipulateur en radiologie (H/F),Santé,CHAM,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBVQ,35H Travail en journée Salaire brut : Mensuel de 2800.0 Euros sur 12.0 mois,"Le Centre Hospitalier Albertville-Moutiers (73), , recrute un manipulateurs(trice) en imagerie médicale sur Albertville et Moûtiers.
Poste à temps plein ou partiel en radiologie conventionnelle et..."
Infirmier(e) (H/F),Santé,Lits d'accueil Médicalisés,Hauts-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBRP,35H Autre Salaire brut : Mensuel de 1896 Euros à 2538 Euros sur 12 mois,"Pour nos Lits d'Accueil Médicalisés (LAM), nouvel établissement d'hébergement de 25 résidents, à taille humaine, dans un bâtiment complétement réhabilité, situé à Saint-Quentin, nous recrutons un(e)..."
Médecin rééducateur (H/F),Santé,MAISON D ACCUEIL SPECIALISEE HENRI CUQ,Île-de-France,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBQK,temps partiel - 5H15 Travail en journée Salaire brut : Mensuel de 755.0 Euros à 1288.0 Euros sur 12.0 mois,"L'association HANDI VAL DE SEINE de Seine basée dans les Yvelines, accompagne plus de 1500 personnes en situation de handicap (handicap psychique, TSA .). Elle compte aujourd'hui 20 établissements et..."
Aide soignant (H/F),Santé,Mairie de saint etienne,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBQG,38H Autre Salaire brut : Mensuel de 2200.00 Euros sur 12 mois,"Contexte :
La Direction Séniors, Solidarité a en charge la gestion de huit résidences pour personnes âgées (EHPAD et résidence Autonomie). La Direction recherche des aide-soignant(e)s en contrat à..."
ASH ACCOMPAGNEMENT (H/F),Santé,28 - COURVILLE SUR EURE,Centre-Val de Loire,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBQF,35H Autre Salaire brut : Mensuel de 2200.0 Euros à 2300.0 Euros sur 12.0 mois,"Situé sur un parc de 11 hectares sur la commune de Courville sur Eure, à 15 minutes de Chartres, le Foyer Gérard Vivien est à la recherche d'agent de services hospitaliers.
Accompagnement de..."
Assistant / Assistante dentaire,Santé,ASSOCIATION MEDICO DENTAIRE D'OYONNAX,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBHB,35H Travail en journée Salaire brut : Mensuel de 2000.0 Euros à 2500.0 Euros sur 12.0 mois,"Bonjour, 

Nous sommes à la recherche d'une (ou d'un) assistant(e) dentaire diplômé(e) pour rejoindre notre équipe sur Oyonnax.
Poste à 35 heures. Travail sur 4 jours les: Lundi Mercredi Jeudi et..."
Infirmier préleveur / Infirmière préleveuse (H/F),Santé,CERBALLIANCE PORTES DE BRETAGNE,Bretagne,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBGF,temps partiel - 28H Autre Salaire brut : Mensuel de 2190.0 Euros à 2500.0 Euros sur 12.0 mois,"Pour notre laboratoire de Liffré (35), nous recherchons un.e Infirmier.e ou un.e Technicien.ne Préleveur.se en CDD à 80% jusqu'à fin janvier. Prise de poste dès que possible.
L'établissement sera..."
Préparateur / Préparatrice en pharmacie hospitalière  (H/F),Santé,CENTRE HOSPITALIER INTERCOMMUNAL,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBBQ,40H Autre Salaire brut : GRILLE FONCTION PUB HOSPITALIERE,"Nous recrutons un PREPARATEUR EN PHARMACIE F/H pour notre officine hospitalière.
Compétences/ savoir-faire 
Analyser les prescriptions et les demandes des services de soins en produits..."
Infirmier(e) (H/F),Santé,MAIRIE,Hauts-de-France,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBBH,temps partiel - 30H Autre Salaire brut : Primes,"La mairie de Douai recrute  des infirmier(e)s.

Missions :
Activités relationnelles
- Etablir une relation de confiance avec la personne âgée et sa famille,
- Etre à l'écoute, déceler et évaluer les..."
Agent / Agente de bio nettoyage hospitalier,Santé,ATMOS RENNES,Normandie,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZZL,temps partiel - 27H30 Travail en journée Salaire brut : Horaire de 12.17 Euros à 12.3 Euros sur 0.0 mois,"Nous sommes à la recherche d'un agent de bio nettoyage H/F pour intervenir dans un centre de dialyse à Avranches.

Poste en remplacement du 23.12 AU 29.12:

- le lundi de 7h00 à 14h00
- le jeudi  de..."
Agent / Agente des services hospitaliers (H/F),Santé,POLE DE SANTE LA REVISCOLADA,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZZK,35H Autre Salaire brut : Mensuel de 2200 Euros à 2500 Euros sur 12 mois,"- Assistance aux personnes, aux patients / résidents pour la réalisation des actes de la vie quotidienne (aide aux repas, toilettes...)
 
- Réception et distribution de produits (repas, matériels...)"
Infirmier (H/F),Santé,Mairie de saint Etienne,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZZH,38H Autre Salaire brut : Mensuel de 2600.00 Euros sur 12 mois,"Contexte :
La Direction Seniors Solidarité a en charge sept établissements municipaux d'hébergement pour personnes âgées (5 EHPAD et 2 Résidences Autonomie). Elle recherche pour ses établissements, 1..."
Agent de Service Polyvalent en EHPAD (H/F),Santé,CITES CANTALIENNES - SIEGE,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZYP,35H Travail en journée Salaire brut : Mensuel de 1802.0 Euros à 1803.0 Euros sur 12.0 mois,"Les Cités Cantaliennes d'Automne recherchent un agent de service polyvalent en CDI, pour l'EHPAD La Forêt à Ytrac.

L'agent de service polyvalent (h/f) est chargé(e) de l'entretien et de l'hygiène..."
Agent / Agente d'accueil,Secrétariat / Assistanat,LES JEUNES CHENES,Nouvelle-Aquitaine,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCKJ,"35H Autre
du lundi au dimanche par roulement Salaire brut : selon profil + prime ségur","La clinique les jeunes chênes à Pau recherche un(e) agent d'accueil pour un remplacement maladie - poste à pourvoir des que possible et jusqu'au 31/12/2024, renouvelable

Activités : accueil physique..."
Technicien administratif faisant fonction de comptable (H/F),Secrétariat / Assistanat,ASSOCIATION DEPARTEMENTALE DES PUPILLES ,Nouvelle-Aquitaine,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHV,temps partiel - 17H30 Travail en journée Salaire brut : Mensuel de 1016.66 Euros sur 12.0 mois,"""Rejoindre les PEP, c'est : 
- Intégrer une association qui, depuis plus de 100 ans, se consacre à l'éducation et à la formation des enfants, adolescents et adultes victimes de la pauvreté, de..."
Caissier(e) Facturier(e) H/F,Secrétariat / Assistanat,94 - RUNGIS,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCGT,"35H Autre
Heures nuit majorées Salaire brut : Mensuel de 1900 Euros à 2100 Euros sur 12 mois","Vivez une expérience humaine passionnante en qualité de Caissier Facturier H/F **2 postes à pourvoir**

**TRAVAIL DE NUIT 2h-9h30**

Vous aurez pour mission :

1. Les opérations de caisse
Saisir les..."
Agent / Agente d'accueil (H/F),Secrétariat / Assistanat,UNION DEP ASSOCIATIONS FAMILLE,Nouvelle-Aquitaine,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCFZ,35H Autre Salaire brut : Mensuel de 2039.84 Euros sur 12.0 mois,"Sous l'autorité de la Directrice Administrative et Financière, vos domaines d'intervention seront les suivants :

SERVICE ACCUEIL
- Assurer l'accueil physique et l'accueil téléphonique,
- Traiter le..."
Gestionnaire de remplacements temporaires (H/F),Secrétariat / Assistanat,AFPA,Pays de la Loire,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBYX,35H Travail en journée Salaire brut : Annuel de 28000.0 Euros à 29000.0 Euros sur 13.0 mois,"La Direction des Itinérants et de la mobilité temporaire répond aux besoins temporaires des centres Afpa.
Elle recrute un cadre de gestion pour sa plateforme de gestion des mouvements itinérants.
Ce..."
Chargé d'accueil et d'animation (H/F),Secrétariat / Assistanat,MISSION LOCALE ASSOCIATION,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBYG,"35H Autre
9h00-12h30/13h30-17h00 Salaire brut : Mensuel de 1898.79 Euros sur 12 mois","La Mission Locale recrute un/une Chargé(e) d'accueil et d'animation: 

Missions principales: 

- Accueillir, prendre en compte tout public et gérer les flux
- Instaurer une relation de respect et..."
Distributeur courrier Dammarie voir horaires (H/F),Secrétariat / Assistanat,77 - VAUX LE PENIL,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXN,"35H Autre
voir horaires dans descriptif Salaire brut : Mensuel de 1801.8 Euros sur 12 mois","CE POSTE S'ADRESSE AUX TITULAIRES DU PERMIS B DEPUIS PLUS DE 2 ANS. 
POUR POSTULER, MERCI IMPERATIVEMENT DE PRECISER DANS LA PARTIE ""MOTIVATION"" DU FORMULAIRE DEPUIS QUAND VOUS ETES TITULAIRE DU..."
Employé administratif / Employée administrative,Secrétariat / Assistanat,MME VIVIANE AUDOLY,Provence-Alpes-Côte d'Azur,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXD,temps partiel - 20H Autre Salaire brut : .,"Pour une personne en situation de handicap, vous réaliserez l'accompagnement aux tâches administratives (au domicile).

Les missions consistent :

- aide au travail administrative et entretien du..."
Technicien/Technicienne d'Information Médicale - hôpital psychiat (H/F),Secrétariat / Assistanat,CENTRE HOSPITALIER GEORGES DAUMEZON,Pays de la Loire,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWW,35H Travail en journée Salaire brut : Mensuel de 2240.0 Euros sur 12.0 mois,"Dans le cadre de sa politique de recrutement, le Centre Hospitalier Georges Daumézon lutte contre toutes les formes de discrimination et favorise l'égalité d'accès des candidats en élargissant la..."
Agent / Agente du service de courrier interne,Secrétariat / Assistanat,INTERIMA,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBQR,35H Travail en journée Salaire brut : Mensuel de 1836.0 Euros sur 12.0 mois,"Le bureau INTERIMA est à la recherche d'un(e) agent de courrier sur Nice Ouest pour une société de mutuelle et prévoyance santé. 

Vos missions: 

- Réception du courrier 
- Ouverture, comptage et..."
Agent administratif / Agente administrative,Secrétariat / Assistanat,27 - PONT DE L ARCHE,Normandie,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBQC,temps partiel - 28H Autre Salaire brut : grille fonction publique,"Pour le remplacement d'un congé maternité :
Sous l'autorité du Directeur du Pôle Cadre de Vie, Développement Durable, Urbanisme et Patrimoine :
Mission principale :Accueil physique et téléphonique..."
assistant administratif et financier (H/F),Secrétariat / Assistanat,26 - BOURG LES VALENCE,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBJR,35H Autre Salaire brut : Annuel de 27500 Euros sur 13 mois,"La chambre d'agriculture de la Drôme vous propose un emploi stable et riche en défis, de l'autonomie et de la flexibilité dans vos missions, une ambiance de travail collaborative, tout en respectant..."
Agent de Facturation (h/f),Secrétariat / Assistanat,ADECCO,Île-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBJH,35H Autre Salaire brut : Salaire selon profil,"Adecco Rungis, recherche pour son client un(e) Caissière facturière (H/F), dans le cadre d'un contrat d'intérim d'une durée de 3 mois à Rungis.

La durée de travail est de 39H hebdomadaire du lundi..."
Assistant Administratif (h/f),Secrétariat / Assistanat,ADECCO,Grand Est,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBHG,35H Travail en journée Salaire brut : Mensuel de 2000.0 Euros à 2083.0 Euros sur 12.0 mois,"Mission principale
Votre rôle sera de prendre en charge le support d'exploitation pour les clients, les partenaires et les sous-traitants, de contribuer à la supervision de l'activité du terrain et..."
Assistant administratif / Assistante administrative (H/F),Secrétariat / Assistanat,Foyer d'hébergement - Anais,Centre-Val de Loire,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBBT,temps partiel - 21H Travail en journée Salaire brut : 1058€ mensuel,"Au sein d'un foyer d'hébergement accueillant des personnes en situation de handicap, nous recherchons en CDD un.e assistant.e administratif.ive à 60% répartis en 3 jours par semaine à compter de..."
Facteur / Factrice (H/F),Secrétariat / Assistanat,LA POSTE,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZWY,35H Autre Salaire brut : selon grille de la fonction,"Plusieurs postes à pourvoir immédiatement. en contrat de courte/moyenne durée.
Les contrats sont amenés a être renouvelés en fonction de votre implication, de vos résultats et besoins du secteur..."
Hôte de caisse H/F,Secrétariat / Assistanat,INTERSPORT,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZWJ,35H Travail en journée Salaire brut : Annuel de 21621.6 Euros sur 12.0 mois,"POSTE

A ce jour le Groupe Frontera compte 11 magasins sur la région Occitanie. Intersport est une enseigne en forte croissance et évolution. Dans ce contexte, l'investissement et le potentiel des..."
Apprenti Manager - En alternance - BTS MCO NIV BAC +2 (H/F),Secrétariat / Assistanat,ASS FORMAT DISTRI PRODUIT ELECTRO GD PUB,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZVX,35H Travail en journée Salaire brut : Mensuel de 774.77 Euros à 1801.8 Euros sur 12.0 mois,"Vous avez un bon sens relationnel, le goût du challenge et souhaitez effectuer des études supérieures dans un environnement bienveillant ? Ne cherchez plus ! 

Lieu de formation : CFA de Vénissieux..."
Agent administratif (F/H),Secrétariat / Assistanat,EXPECTRA,Grand Est,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZVF,35H Travail en journée Salaire brut : Annuel de 24000.0 Euros sur 12.0 mois,"Mission principale

Votre rôle sera de prendre en charge le support d'exploitation pour les clients, les partenaires et les sous-traitants, de contribuer à la supervision de l'activité du Terrain et..."
Assistant administatif (H/F),Secrétariat / Assistanat,PROMAN,Bretagne,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZHQ,35H Travail en journée Salaire brut : Horaire de 11.88 Euros sur 12.0 mois,"Le poste :
Votre agence PROMAN VANNES recherche pour l'un de ses clients spécialisé dans le transport un ASSISTANT ADMINISTRATIF (H/F) . Ce poste comprend principalement les missions suivantes : -..."
